index,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
24073,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2003,historic,2.692871655
24074,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2004,historic,2.559193216
24075,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2005,historic,2.426998732
24076,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2006,historic,2.518964334
24077,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2007,historic,2.529051918
24078,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2008,historic,2.417873172
24079,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2009,historic,2.557082638
24080,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2010,historic,2.483282336
24081,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2011,historic,2.345651662
24082,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2012,historic,2.342131171
24083,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2013,historic,2.143911745
24084,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2014,historic,2.048971478
24085,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2015,historic,2.101987076
24086,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2016,historic,2.130103975
24087,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),TR,Turkey,2017,historic,2.127917898
24088,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1990,historic,1.225911427
24089,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1991,historic,1.588378431
24090,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1992,historic,1.633569356
24091,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1993,historic,1.957548777
24092,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1994,historic,2.79324635
24093,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1995,historic,3.399669543
24094,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1996,historic,3.972292322
24095,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1997,historic,4.30653478
24096,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1998,historic,4.459745215
24097,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,1999,historic,4.519247066
24098,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2000,historic,4.014265965
24099,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2001,historic,4.315515373
24100,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2002,historic,3.988539081
24101,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2003,historic,3.660106569
24102,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2004,historic,3.189824736
24103,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2005,historic,3.321798946
24104,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2006,historic,3.135852905
24105,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2007,historic,3.399101969
24106,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2008,historic,3.850844268
24107,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2009,historic,5.152558471
24108,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2010,historic,5.139595595
24109,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2011,historic,5.152254804
24110,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2012,historic,5.30413248
24111,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2013,historic,5.655930478
24112,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2014,historic,5.912547246
24113,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2015,historic,7.19475442
24114,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2016,historic,6.604355941
24115,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AE,United Arab Emirates,2017,historic,6.471369136
24116,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1990,historic,30.05260596
24117,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1991,historic,29.98245103
24118,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1992,historic,25.39919307
24119,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1993,historic,20.92459092
24120,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1994,historic,16.77022348
24121,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1995,historic,15.41919881
24122,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1996,historic,13.88867111
24123,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1997,historic,12.23941123
24124,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1998,historic,11.09413197
24125,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,1999,historic,10.65063082
24126,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2000,historic,9.186147537
24127,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2001,historic,9.258857373
24128,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2002,historic,9.147199721
24129,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2003,historic,8.56931619
24130,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2004,historic,8.403224584
24131,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2005,historic,8.011975992
24132,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2006,historic,7.236353363
24133,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2007,historic,7.36420898
24134,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2008,historic,6.930229829
24135,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2009,historic,5.966488488
24136,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2010,historic,6.422647497
24137,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2011,historic,6.150149973
24138,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2012,historic,5.639679051
24139,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2013,historic,5.186143802
24140,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2014,historic,4.355033374
24141,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2015,historic,3.430815585
24142,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2016,historic,3.392770832
24143,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),UA,Ukraine,2017,historic,3.243723217
24144,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1990,historic,5.787084997
24145,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1991,historic,5.800379323
24146,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1992,historic,5.636298055
24147,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1993,historic,5.580879416
24148,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1994,historic,5.492761991
24149,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1995,historic,5.430357371
24150,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1996,historic,5.399046904
24151,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1997,historic,5.234150362
24152,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1998,historic,5.004451258
24153,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,1999,historic,4.95221811
24154,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2000,historic,4.933997126
24155,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2001,historic,4.801892522
24156,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2002,historic,4.730843918
24157,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2003,historic,4.647098636
24158,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2004,historic,4.559529153
24159,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2005,historic,4.391728925
24160,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2006,historic,4.257872742
24161,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2007,historic,4.226063813
24162,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2008,historic,4.113594633
24163,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2009,historic,4.00005941
24164,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2010,historic,4.063973979
24165,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2011,historic,3.899000426
24166,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2012,historic,3.741243888
24167,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2013,historic,3.798630797
24168,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2014,historic,3.756393949
24169,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2015,historic,3.642655862
24170,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2016,historic,3.6001055
24171,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),US,United States,2017,historic,3.529282605
24172,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1990,historic,3.98312468
24173,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1991,historic,3.745037484
24174,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1992,historic,3.58267662
24175,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1993,historic,3.623951796
24176,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1994,historic,3.492541587
24177,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1995,historic,3.48952981
24178,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1996,historic,3.591145219
24179,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1997,historic,3.481969841
24180,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1998,historic,3.403151843
24181,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,1999,historic,3.27319341
24182,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2000,historic,3.147486793
24183,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2001,historic,3.148885961
24184,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2002,historic,3.102274338
24185,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2003,historic,3.156285961
24186,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2004,historic,3.105005992
24187,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2005,historic,3.049978023
24188,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2006,historic,2.992722823
24189,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2007,historic,2.721144402
24190,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2008,historic,2.771172524
24191,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2009,historic,2.783784611
24192,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2010,historic,2.846320879
24193,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2011,historic,2.621141147
24194,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2012,historic,2.627037455
24195,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2013,historic,2.676827655
24196,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2014,historic,2.514986448
24197,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2015,historic,2.515969603
24198,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2016,historic,2.505609513
24199,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),DE,Germany,2017,historic,2.483225298
24200,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1990,historic,3.39401837
24201,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1991,historic,3.603886037
24202,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1992,historic,3.570212292
24203,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1993,historic,3.512526907
24204,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1994,historic,3.397572113
24205,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1995,historic,3.397311108
24206,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1996,historic,3.482810603
24207,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1997,historic,3.377642183
24208,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1998,historic,3.346513992
24209,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,1999,historic,3.245445243
24210,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2000,historic,3.153600011
24211,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2001,historic,3.200740781
24212,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2002,historic,3.089045153
24213,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2003,historic,3.126472588
24214,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2004,historic,3.06958819
24215,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2005,historic,2.998296619
24216,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2006,historic,2.888916146
24217,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2007,historic,2.766894076
24218,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2008,historic,2.770332549
24219,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2009,historic,2.733185632
24220,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2010,historic,2.744546912
24221,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2011,historic,2.567173035
24222,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2012,historic,2.628728832
24223,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2013,historic,2.652623062
24224,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2014,historic,2.465787293
24225,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2015,historic,2.474330987
24226,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2016,historic,2.480234003
24227,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),FR,France,2017,historic,2.435168455
24228,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1990,historic,2.675305551
24229,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1991,historic,2.691662927
24230,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1992,historic,2.668619944
24231,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1993,historic,2.684282834
24232,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1994,historic,2.595101784
24233,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1995,historic,2.629094353
24234,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1996,historic,2.62232507
24235,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1997,historic,2.602240953
24236,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1998,historic,2.624711502
24237,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,1999,historic,2.647642803
24238,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2000,historic,2.545950976
24239,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2001,historic,2.557285033
24240,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2002,historic,2.557142638
24241,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2003,historic,2.66995254
24242,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2004,historic,2.626241021
24243,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2005,historic,2.664524001
24244,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2006,historic,2.585561031
24245,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2007,historic,2.526635359
24246,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2008,historic,2.550492475
24247,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2009,historic,2.548127081
24248,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2010,historic,2.562246182
24249,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2011,historic,2.434888278
24250,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2012,historic,2.458164642
24251,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2013,historic,2.413654307
24252,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2014,historic,2.317079064
24253,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2015,historic,2.346005144
24254,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2016,historic,2.301363949
24255,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IT,Italy,2017,historic,2.283328141
24256,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1990,historic,3.71964585
24257,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1991,historic,3.917737816
24258,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1992,historic,3.848452543
24259,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1993,historic,3.810276073
24260,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1994,historic,3.674864634
24261,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1995,historic,3.575393036
24262,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1996,historic,3.670357439
24263,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1997,historic,3.431698985
24264,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1998,historic,3.329310055
24265,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,1999,historic,3.283807641
24266,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2000,historic,3.174061887
24267,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2001,historic,3.088350534
24268,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2002,historic,2.955403076
24269,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2003,historic,2.895214247
24270,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2004,historic,2.839036523
24271,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2005,historic,2.723167142
24272,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2006,historic,2.606954448
24273,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2007,historic,2.476424239
24274,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2008,historic,2.476703448
24275,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2009,historic,2.415090287
24276,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2010,historic,2.475552242
24277,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2011,historic,2.230188682
24278,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2012,historic,2.244343091
24279,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2013,historic,2.212619526
24280,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2014,historic,2.034830308
24281,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2015,historic,2.041200874
24282,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2016,historic,2.046174408
24283,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GB,United Kingdom,2017,historic,1.986982435
24284,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1990,historic,5.432778917
24285,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1991,historic,5.41363506
24286,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1992,historic,5.302078277
24287,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1993,historic,5.238070473
24288,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1994,historic,5.117032883
24289,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1995,historic,5.074312272
24290,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1996,historic,4.967963009
24291,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1997,historic,4.83782632
24292,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1998,historic,4.730112537
24293,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,1999,historic,4.656647345
24294,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2000,historic,4.547186734
24295,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2001,historic,4.465840984
24296,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2002,historic,4.413978571
24297,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2003,historic,4.384222466
24298,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2004,historic,4.351298059
24299,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2005,historic,4.281822645
24300,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2006,historic,4.170057955
24301,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2007,historic,4.06533804
24302,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2008,historic,3.990160577
24303,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2009,historic,3.963458864
24304,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2010,historic,3.967880626
24305,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2011,historic,3.863285157
24306,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2012,historic,3.786144022
24307,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2013,historic,3.725159698
24308,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2014,historic,3.63850873
24309,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2015,historic,3.556241352
24310,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2016,historic,3.483705906
24311,Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),World,World,2017,historic,3.421822322
