ID,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value
7169,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,RU,Russia,2010,historic,1046.544
7170,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,RU,Russia,2015,historic,1060.46193
7171,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,SA,Saudi_Arabia,1990,historic,368.438
7172,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,SA,Saudi_Arabia,1995,historic,464.238
7173,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,SA,Saudi_Arabia,2000,historic,475.827
7174,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,SA,Saudi_Arabia,2005,historic,570.921
7175,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,SA,Saudi_Arabia,2010,historic,531.444
7176,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,SA,Saudi_Arabia,2015,historic,648.608627
7177,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,ZA,South_Africa,1990,historic,1.504
7178,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,ZA,South_Africa,1995,historic,2.116
7179,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,ZA,South_Africa,2000,historic,2.34
7180,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,ZA,South_Africa,2005,historic,2.636
7181,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,ZA,South_Africa,2010,historic,1.754
7182,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,ZA,South_Africa,2015,historic,1.33247349
7183,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,KR,South_Korea,2000,historic,0.67
7184,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,KR,South_Korea,2005,historic,0.974
7185,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,KR,South_Korea,2010,historic,1.183
7186,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,KR,South_Korea,2015,historic,0.836
7187,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,TR,Turkey,1990,historic,3.787
7188,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,TR,Turkey,1995,historic,3.624
7189,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,TR,Turkey,2000,historic,3.255
7190,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,TR,Turkey,2005,historic,2.969
7191,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,TR,Turkey,2010,historic,3.212
7192,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,TR,Turkey,2015,historic,2.987
7193,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,US,United_States,1990,historic,850.633
7194,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,US,United_States,1995,historic,832.315
7195,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,US,United_States,2000,historic,812.427
7196,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,US,United_States,2005,historic,743.984
7197,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,US,United_States,2010,historic,841.339
7198,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,US,United_States,2015,historic,1227.867
7199,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,DE,Germany,1990,historic,18.237
7200,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,DE,Germany,1995,historic,18.638
7201,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,DE,Germany,2000,historic,19.733
7202,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,DE,Germany,2005,historic,18.933
7203,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,DE,Germany,2010,historic,14.425
7204,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,DE,Germany,2015,historic,9.785
7205,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,FR,France,1990,historic,5.986
7206,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,FR,France,1995,historic,5.774
7207,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,FR,France,2000,historic,3.315
7208,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,FR,France,2005,historic,2.265
7209,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,FR,France,2010,historic,1.717
7210,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,FR,France,2015,historic,0.989
7211,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,IT,Italy,1990,historic,18.494
7212,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,IT,Italy,1995,historic,21.727
7213,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,IT,Italy,2000,historic,18.311
7214,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,IT,Italy,2005,historic,16.143
7215,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,IT,Italy,2010,historic,12.503
7216,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,IT,Italy,2015,historic,11.189
7217,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,GB,United_Kingdom,1990,historic,136.162
7218,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,GB,United_Kingdom,1995,historic,200.274
7219,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,GB,United_Kingdom,2000,historic,229.195
7220,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,GB,United_Kingdom,2005,historic,167.842
7221,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,GB,United_Kingdom,2010,historic,115.821
7222,Oil_and_Gas,Oil_and_Gas_activity:_production,Mtoe,GB,United_Kingdom,2015,historic,82.759
7223,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,AR,Argentina,2015,historic,607.0006844
7224,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,AU,Australia,2000,historic,1553.940186
7225,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,AU,Australia,2005,historic,1972.942864
7226,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,AU,Australia,2010,historic,1794.776924
7227,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,BR,Brazil,2000,historic,511.8387869
7228,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,BR,Brazil,2005,historic,488.896897
7229,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,BR,Brazil,2010,historic,474.8880426
7230,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CA,Canada,2000,historic,2784.049014
7231,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CA,Canada,2005,historic,3090.245875
7232,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CA,Canada,2010,historic,3468.83798
7233,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CN,China,2000,historic,99.89474765
7234,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CN,China,2005,historic,210.6310258
7235,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,CN,China,2010,historic,350.0237121
7236,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,IN,India,2000,historic,42.70333901
7237,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,IN,India,2005,historic,40.46223554
7238,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,IN,India,2010,historic,145.591922
7239,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,ID,Indonesia,2015,historic,339.9895284
7240,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,JP,Japan,2000,historic,1567.388688
7241,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,JP,Japan,2005,historic,1207.201954
7242,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,JP,Japan,2010,historic,1595.702196
7243,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,MX,Mexico,2000,historic,980.1830466
7244,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,MX,Mexico,2005,historic,1076.87669
7245,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,MX,Mexico,2010,historic,1143.158796
7246,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,RU,Russia,2000,historic,387.1820532
7247,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,RU,Russia,2005,historic,439.9865687
7248,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,RU,Russia,2010,historic,1090.882909
7249,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,SA,Saudi_Arabia,2015,historic,1760.949427
7250,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,ZA,South_Africa,2015,historic,570.2838771
7251,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,KR,South_Korea,2000,historic,1577.257731
7252,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,KR,South_Korea,2005,historic,1455.535004
7253,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,KR,South_Korea,2010,historic,1361.162282
7254,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,TR,Turkey,2015,historic,2001.110266
7255,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,US,United_States,2000,historic,3399.929118
7256,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,US,United_States,2005,historic,4203.084805
7257,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,US,United_States,2010,historic,4206.325997
7258,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,DE,Germany,2015,historic,3032.202402
7259,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,World,World,2000,historic,495.6455934
7260,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,World,World,2005,historic,601.8119503
7261,Transport_Aviation,Aviation_activity:_distance_travelled_(per_capita),pkm_/_cap,World,World,2010,historic,664.1451429
7262,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,AU,Australia,2000,historic,75.95702318
7263,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,AU,Australia,2005,historic,75.97396673
7264,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,AU,Australia,2010,historic,74.93801876
7265,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,AU,Australia,2015,historic,80.16895024
7266,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2000,historic,58.36341242
7267,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2005,historic,58.55108807
7268,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2010,historic,63.86992682
7269,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2015,historic,68.97322348
7270,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2000,historic,90.37974684
7271,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2005,historic,90.97560976
7272,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2010,historic,90.78947368
7273,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CA,Canada,2015,historic,91.1205074
7274,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CN,China,2000,historic,23.49319959
7275,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CN,China,2005,historic,33.30064926
7276,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CN,China,2010,historic,41.69993007
7277,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,CN,China,2015,historic,59.42537121
7278,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IN,India,2000,historic,21.43759779
7279,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IN,India,2005,historic,24.43562544
7280,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IN,India,2010,historic,26.63761665
7281,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IN,India,2015,historic,28.90997242
7282,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,JP,Japan,2000,historic,58.22259136
7283,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,JP,Japan,2005,historic,59.50280674
7284,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,JP,Japan,2010,historic,60.07905138
7285,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,JP,Japan,2015,historic,59.05767669
7286,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,MX,Mexico,2000,historic,80.99688474
7287,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,MX,Mexico,2005,historic,81.45695364
7288,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,MX,Mexico,2010,historic,83.69905956
7289,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,MX,Mexico,2015,historic,84.45273632
7290,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,RU,Russia,2000,historic,51.68119552
7291,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,RU,Russia,2005,historic,54.19354839
7292,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,RU,Russia,2010,historic,53.44827586
7293,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,RU,Russia,2015,historic,53.82674516
7294,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,KR,South_Korea,2000,historic,36.32
7295,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,KR,South_Korea,2005,historic,36.71988389
7296,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,KR,South_Korea,2010,historic,40.59701493
7297,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,KR,South_Korea,2015,historic,46
7298,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,TR,Turkey,1995,historic,36.54646294
7299,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,TR,Turkey,2000,historic,46.50283983
7300,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,TR,Turkey,2005,historic,56.23692943
7301,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,TR,Turkey,2010,historic,64.60101287
7302,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,US,United_States,2000,historic,84.23341183
7303,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,US,United_States,2005,historic,85.49178617
7304,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,US,United_States,2010,historic,85.38735528
7305,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,US,United_States,2015,historic,85.53683429
7306,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,DE,Germany,1995,historic,78.14642523
7307,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,DE,Germany,2000,historic,79.06156733
7308,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,DE,Germany,2005,historic,79.76090103
7309,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,DE,Germany,2010,historic,80.7211409
7310,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,DE,Germany,2015,historic,84.50777096
7311,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,DE,Germany,2016,historic,84.43253331
7312,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,FR,France,1995,historic,84.74480738
7313,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,FR,France,2000,historic,85.51619769
7314,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,FR,France,2005,historic,86.17934034
7315,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,FR,France,2010,historic,86.8017997
7316,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,FR,France,2015,historic,81.84929681
7317,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,FR,France,2016,historic,82.22023835
7318,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,FR,France,2017,historic,81.79061115
7319,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IT,Italy,1995,historic,69.63608917
7320,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IT,Italy,2000,historic,71.2011066
7321,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IT,Italy,2005,historic,72.44346892
7322,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IT,Italy,2010,historic,73.9830494
7323,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,IT,Italy,2017,historic,100
7324,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,GB,United_Kingdom,1995,historic,81.99499345
7325,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,GB,United_Kingdom,2000,historic,82.60088604
7326,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,GB,United_Kingdom,2005,historic,82.89901738
7327,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,GB,United_Kingdom,2010,historic,83.55050048
7328,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,GB,United_Kingdom,2015,historic,84.94358074
7329,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,GB,United_Kingdom,2016,historic,85.50017357
7330,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,World,World,2000,historic,61.35583277
7331,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,World,World,2005,historic,61.20801285
7332,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,World,World,2010,historic,60.94906158
7333,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,World,World,2015,historic,63.91877212
7334,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,AU,Australia,2000,historic,0.323256058
7335,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,AU,Australia,2005,historic,0.310022801
7336,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,AU,Australia,2010,historic,0.291261325
7337,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,AU,Australia,2015,historic,0.269691944
7338,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,AU,Australia,2016,historic,0.238416554
7339,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2000,historic,0.145441385
7340,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2005,historic,0.133981679
7341,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2010,historic,0.114949547
7342,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2015,historic,0.112676112
7343,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2000,historic,0.290957591
7344,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2005,historic,0.272306263
7345,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2010,historic,0.24117635
7346,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CA,Canada,2015,historic,0.218978326
7347,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CN,China,2000,historic,0.286750646
7348,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CN,China,2005,historic,0.263966133
7349,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CN,China,2010,historic,0.238261732
7350,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,CN,China,2015,historic,0.217327134
7351,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IN,India,2000,historic,0.210135179
7352,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IN,India,2005,historic,0.196540389
7353,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IN,India,2010,historic,0.188944663
7354,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IN,India,2015,historic,0.17864021
7355,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,JP,Japan,2000,historic,0.259183426
7356,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,JP,Japan,2005,historic,0.246256204
7357,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,JP,Japan,2010,historic,0.221773244
7358,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,JP,Japan,2015,historic,0.199082017
7359,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,JP,Japan,2016,historic,0.1880459
7360,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,MX,Mexico,2000,historic,0.267908417
7361,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,MX,Mexico,2005,historic,0.253670732
7362,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,MX,Mexico,2010,historic,0.244047164
7363,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,MX,Mexico,2015,historic,0.223477945
7364,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,RU,Russia,2000,historic,0.259651822
7365,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,RU,Russia,2005,historic,0.245739191
7366,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,RU,Russia,2010,historic,0.240121887
7367,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,RU,Russia,2015,historic,0.237989548
7368,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,KR,South_Korea,2000,historic,0.274673156
7369,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,KR,South_Korea,2005,historic,0.255885884
7370,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,KR,South_Korea,2010,historic,0.231606899
7371,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,KR,South_Korea,2015,historic,0.208505321
7372,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,TR,Turkey,2000,historic,0.208359271
7373,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,TR,Turkey,2005,historic,0.199882942
7374,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,TR,Turkey,2010,historic,0.194026302
7375,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,US,United_States,2000,historic,0.325109773
7376,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,US,United_States,2005,historic,0.302605958
7377,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,US,United_States,2010,historic,0.267775442
7378,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,US,United_States,2015,historic,0.224739044
7379,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,US,United_States,2016,historic,0.207441949
7380,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,US,United_States,2017,historic,0.206440634
7381,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,DE,Germany,2000,historic,0.224928225
7382,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,DE,Germany,2005,historic,0.217306663
7383,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,DE,Germany,2010,historic,0.210002079
7384,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,FR,France,2000,historic,0.209610264
7385,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,FR,France,2005,historic,0.201612981
7386,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,FR,France,2010,historic,0.193625093
7387,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,FR,France,2016,historic,0.493471931
7388,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,FR,France,2017,historic,0.492195287
7389,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IT,Italy,2000,historic,0.198869006
7390,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IT,Italy,2005,historic,0.193070155
7391,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IT,Italy,2010,historic,0.18640529
7392,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IT,Italy,2016,historic,0.930720613
7393,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,IT,Italy,2017,historic,0.899485102
7394,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,GB,United_Kingdom,2016,historic,0.174646249
7395,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,GB,United_Kingdom,2017,historic,0.174665633
7396,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,World,World,2000,historic,0.273343076
7397,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,World,World,2005,historic,0.256635152
7398,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,World,World,2010,historic,0.232744981
7399,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,World,World,2015,historic,0.214667841
7400,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,AR,Argentina,1990,historic,0.304843627
7401,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,AR,Argentina,1995,historic,0.252887128
7402,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,AR,Argentina,2000,historic,0.364048216
7403,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,AR,Argentina,2005,historic,0.550964187
7404,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,AR,Argentina,2010,historic,4.337210972
7405,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,AR,Argentina,2015,historic,7.757738552
